"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sal_day2_medication_7,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t7,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_8,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t8,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_9,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t9,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_10,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t10,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_11,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t11,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_12,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t12,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_13,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t13,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_14,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t14,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_15,saliva_collection_log,,text,"Medication Name",,,,,,,"[sal_day2_medication] = '1'",,,,,,
sal_day2_medication_t15,saliva_collection_log,,text,"Medication Time",,,time,,,,"[sal_day2_medication] = '1'",,,,,,
sal_notes,saliva_collection_log,,notes,"Saliva Notes",,,,,,,,,,,,,
bp_systolic_2,bp,,text,"Systolic BP:",,,,,,,,,,,,,
bp_diastolic_2,bp,,text,"Diastolic BP:",,,,,,,,,,,,,
bp_map_2,bp,,text,"Mean AP (MAP):",,,,,,,,,,,,,
bp_heart_rate_2,bp,,text,"Heart Rate:",,,,,,,,,,,,,
bp_image,bp,,descriptive,,,,,,,,"[baseline_preop_arm_1][bp_systolic_2] > '139' OR [baseline_preop_arm_1][bp_diastolic_2] > '89'",,,,,,
height,anthropometrics,"Physical Measurements:",text,Height:,,cm,,,,,,,,,,,
weight,anthropometrics,,text,Weight:,,kg,,,,,,,,,,,
waist_circ,anthropometrics,,text,"Waist Circumference:",,cm,,,,,,,,,,,
hip_circ,anthropometrics,,text,"Hip Circumference:",,cm,,,,,,,,,,,
hh_age,demographics_health_history,,text,"1. What is your current age? ",,,number,0,101,,,,,,,," @DEFAULT=""[previous-event-name][hh_age]"""
hh_sex,demographics_health_history,,radio,"2. What is your sex at birth (biological sex)? ","1, Male | 2, Female | 3, Unknown | 4, Intersex",,,,,,,,,,,," @DEFAULT = ""[previous-event-name][hh_sex:value]"""
hh_gender,demographics_health_history,,radio,"3. What is your gender?","1, Man | 2, Woman | 3, Unknown | 4, Other",,,,,,,,,,,," @DEFAULT = ""[previous-event-name][hh_gender:value]"""
hh_gender_specify,demographics_health_history,,text,"If other, specify:",,,,,,,,,,,,," @DEFAULT = ""[previous-event-name][hh_gender_specify]"""
hh_household4,demographics_health_history,,descriptive,"4. How many people are currently living in your household, including yourself?",,,,,,,,,,,,,
hh_household4a,demographics_health_history,,text,"4a. Number of people:",,,number,0,100,,,,,,,," @DEFAULT = ""[previous-event-name][hh_household4a]"""
hh_household_4b,demographics_health_history,,text,"4b. Of these people, how many are adults?",,,number,0,100,,,,,,,," @DEFAULT = ""[previous-event-name][hh_household_4b]"""
hh_household_4c,demographics_health_history,,text,"4c. Of the adults, how many bring income into the household?",,,number,0,100,,,,,,,," @DEFAULT = ""[previous-event-name][hh_household_4b]"""
hh_ethnicity,demographics_health_history,,radio,"5. What is your ethnic category?","1, Hispanic or Latino | 2, Not Hispanic or Latino | 3, Unknown",,,,,,,,,,,," @DEFAULT = ""[previous-event-name][hh_ethnicity:value]"""
hh_race,demographics_health_history,,checkbox,"6. What is your race or origin? (choose one or more number(s) from the list below):","1, Asian or Asian American | 2, Black or African American | 3, White, Caucasian, or European | 4, American Indian or Alaska Native | 5, Native Hawaiian or Pacific Islander | 6, Unknown | 7, Other Race or Origin",,,,,,,,,,,," @DEFAULT = ""[previous-event-name][hh_race:value]"""
hh_race_6a,demographics_health_history,,text,"6a. If other, specify:",,,,,,,"[hh_race(7)] = '1'",,,,,," @DEFAULT = ""[previous-event-name][hh_race_6a]"""
hh_education,demographics_health_history,,radio,"7. What is your highest level of educational achievement? ","1, Did not complete secondary school or less than high school | 2, Some secondary school or high school education | 3, High school or secondary school degree complete | 4, Some college but no degree | 5, Associate's or Technical degree complete | 6, College or Baccalaureate degree complete | 7, Doctoral or Postgraduate education",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_education:value]"""
hh_income,demographics_health_history,,radio,"8. What is your current annual household income?  ","1, Less than $10,000 | 2, $10,000 - 24,999 | 3, $25,000 - 34,999 | 4, $35,000 - 49,999 | 5, $50,000 - 74,999 | 6, $75,000 - 99,999 | 7, $100,000 - 149,999 | 8, $150,000 - 199,999 | 9, $200,000 or higher | 10, Prefer not to answer",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_income:value]"""
hh_marital_status,demographics_health_history,,radio,"9. What is your marital status?  ","1, Divorced | 2, Married | 3, Never married | 4, Separated | 5, Widowed | 6, Domestic partner",,,,,,,,,,,," @DEFAULT=""[previous-event-name][marital_status:value]"""
hh_employment_status,demographics_health_history,,radio,"10. What is your employment status? ","1, Work full-time (40 hours or more a week) | 2, Work part-time (less than 40 hours a week) | 3, Not employed",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_employment_status:value]"""
hh_unable_to_acccess,demographics_health_history,,checkbox,"11. In the past year, have you or any family members you live with been unable to get any of the following when it was really needed? Select all that apply.  ","1, Childcare | 2, Clothing | 3, Food | 4, Housing | 5, Internet/Broadband | 6, Phone (e.g., mobile or landline) | 7, Transportation (e.g., private/public) | 8, Utilities (e.g., gas, electric) | 9, Medicine or any health care | 10, Other | 11, None of the above",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_unable_to_acccess:value]"""
hh_11a,demographics_health_history,,text,"11a. If other, specify",,,,,,,"[hh_unable_to_acccess(10)] = '1'",,,,,," @DEFAULT=""[previous-event-name][hh_11a]"""
hh_smoking,demographics_health_history,,radio,"12. How would you describe your cigarette smoking? ","0, Never smoked | 1, Used to smoke, but have quit | 2, Current smoker",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_smokeing:value]"
hh_smoking_daily,demographics_health_history,,text,"<div class=""rich-text-field-label""><p>12a. If a current smoker, please indicate amount of cigarettes smoked <span style=""text-decoration: underline;"">daily</span>:</p></div>",,,number,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_smoking_daily]"
hh_smokeless_tobacco,demographics_health_history,,yesno,"13. Do you currently use smokeless tobacco (e.g., chewing tobacco, snuff, hookah, vaping)?",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_smokeless_tobacco:value]"""
hh_smokeless_tobacco_13a,demographics_health_history,,text,"13a. If yes, please specify type and amount of use: ",,,,,,,"[hh_smokeless_tobacco] = '1'",,,,,," @DEFAULT=""[previous-event-name][hh_smokeless_tobacco_13a]"""
hh_alcohol,demographics_health_history,,radio,"<div class=""rich-text-field-label""><p>14. How often do you have a drink containing alcohol? <em>*Note: a standard drink is defined as 12 oz. of beer, 5 oz. of wine, or 1.5 oz of hard liquor.</em></p></div>","0, Never | 1, Monthly or less | 2, 2 to 4 times a month | 3, 2 to 3 times a week | 4, 4 or more times a week",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_alcohol:value]"""
hh_alcohol_14a,demographics_health_history,,text,"14a. If you consume alcohol, please indicate the amount and frequency of use: ",,"*specify if daily, weekly, or monthly",,,,,"[hh_alcohol] = '1' and [hh_alcohol] = '2' and [hh_alcohol] = '3' and [hh_alcohol] = '4'",,,,,," @DEFAULT=""[previous-event-name][hh_alcohol_14a]"""
label_25,demographics_health_history,,descriptive,"Women Only:",,,,,,,"[baseline_preop_arm_1][hh_sex]= ""2""",,,,,,
hh_menopausal,demographics_health_history,,yesno,"15. Are you post-menopausal (no menses/period in the past year)?",,,,,,,"[baseline_preop_arm_1][hh_sex]= ""2""",,,,,," @DEFAULT = ""[previous-event-name][hh_menopausal:value]"""
hh_menopausal_15a,demographics_health_history,,text,"15a. If yes what age did you stop having your periods? ",,,,,,,"[hh_menopausal] = '1'",,,,,," @DEFAULT = ""[previous-event-name][hh_menopausal_15a]"""
hh_hormone_replacement,demographics_health_history,,yesno,"16. Do you take hormone replacement?",,,,,,,"[baseline_preop_arm_1][hh_sex]= ""2""",,,,,," @DEFAULT=""[previous-event-name][hh_hormone_replacement:value]"""
hh_pregnant,demographics_health_history,,yesno,"17. Are you currently pregnant?",,,,,,,"[hh_menopausal] = '0'",,,,,," @DEFAULT=""[previous-event-name][hh_pregnant:value]"""
hh_menstrual,demographics_health_history,,yesno,"18. Do you have regular menstrual cycles?",,,,,,,"[hh_menopausal] = '0'",,,,,," @DEFAULT=""[previous-event-name][hh_menstrual]"""
hh_birth_control,demographics_health_history,,yesno,"19. Do you take birth control?",,,,,,,"[hh_menopausal] = '0'",,,,,," @DEFAULT=""[previous-event-name][hh_birth_control:value]"""
hh_pain_duration,demographics_health_history,,text,"20. How long have you had this type of pain (i.e., knee, hip) for which you are enrolled in this study?",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_pain_duration]"""
hh_20a,demographics_health_history,,radio,20a.,"1, Months | 2, Years",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_20a:value]"""
hh_pain_duration_q21,demographics_health_history,,radio,"21. How often has this pain been an ongoing problem for you over the past 6 months? ","3, Every day or nearly every day in the past 6 months | 2, At least half the days in the past 6 months | 1, Less than half the days in the past 6 months",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_pain_duration_q21:value]"""
hh_pain_rate,demographics_health_history,,slider,"22. In the past 7 days, how would you rate this pain on average? ","0, No Pain |  | 10, Worst Imaginable Pain",,number,,10,,,,RH,,,,
hh_pain_interference,demographics_health_history,,radio,"23. On average, how much does this pain interfere with your day-to-day activities? ","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_pain_interference:value]"""
hh_disability_insurance,demographics_health_history,,yesno,"24. Have you ever applied for, or received disability insurance for your pain condition? ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_disability_insurance:value]"""
hh_bp,demographics_health_history,"25. Please mark any of the health condition(s) that you have now or have had at any time in the past (currently resolved):  ",checkbox,"High Blood Pressure","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_heartd,demographics_health_history,,checkbox,"Heart Disease","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_cancer,demographics_health_history,,checkbox,Cancer,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_diabetes,demographics_health_history,,checkbox,Diabetes,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_asthma,demographics_health_history,,checkbox,"Asthma/Breathing Problems","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_neuropathy,demographics_health_history,,checkbox,Neuropathy,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_thyroid,demographics_health_history,,checkbox,"Paget Syndrome","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_depression,demographics_health_history,,checkbox,Depression,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_mental,demographics_health_history,,checkbox,"Other Mental Health Condition","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_stroke,demographics_health_history,,checkbox,Stroke,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_sizure,demographics_health_history,,checkbox,Seizure,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_pain,demographics_health_history,,checkbox,"Pain Condition","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_neurological,demographics_health_history,,checkbox,"Neurological Disorder","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_kidney,demographics_health_history,,checkbox,"Kidney Disease","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_vascular,demographics_health_history,,checkbox,"Vascular Disease","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_anxiety,demographics_health_history,,checkbox,"Thyroid Problem","1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_other,demographics_health_history,,checkbox,Anxiety,"1, Now | 2, In Past",,,,,,,,,,hh_healthconditions,,
hh_chart,demographics_health_history,,text,"25a. If other, please specify:",,,,,,,,,,,,,
hh_med1,demographics_health_history,"<div class=""rich-text-field-label""><p>Please list medications/vitamins that you take on a <span style=""text-decoration: underline;"">regular basis</span>:</p></div>",text,"Medication Name #1: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med1]"""
hh_meddose1,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose1]"""
hh_medfrequency1,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency1]"""
hh_med2,demographics_health_history,,text,"Medication Name #2: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med2]"""
hh_meddose2,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose2]"
hh_medfrequency2,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency2]"
hh_med3,demographics_health_history,,text,"Medication Name #3: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med3]"""
hh_medfrequency3,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency3]"""
hh_meddose3,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose3]"
hh_med4,demographics_health_history,,text,"Medication Name #4: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med4]"""
hh_meddose4,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose4]"""
hh_medfrequency4,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency4]"""
hh_med5,demographics_health_history,,text,"Medication Name #5: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med5]"
hh_meddose5,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose5]"""
hh_medfrequency5,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency5]"""
hh_med6,demographics_health_history,,text,"Medication Name #6: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med6]"""
hh_meddose6,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose6]"""
hh_medfrequency6,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency6]"""
hh_med7,demographics_health_history,,text,"Medication Name #7: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med7]"""
hh_meddose7,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose7]"""
hh_medfrequency7,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency7]"""
hh_med8,demographics_health_history,,text,"Medication Name #8: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med8]"""
hh_meddose8,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose8]"""
hh_medfrequency8,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency8]"""
hh_med9,demographics_health_history,,text,"Medication Name #9: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med9]"
hh_meddose9,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose9]"""
hh_medfrequency9,demographics_health_history,,text,Frequency:,,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_medfrequency9]"""
hh_med10,demographics_health_history,,text,"Medication Name #10: ",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_med10]"""
hh_meddose10,demographics_health_history,,text,"Medication Dose:",,,,,,,,,,,,," @DEFAULT=""[previous-event-name][hh_meddose10]"""
